Workspace_ID,Project_Type,Workspace_Region,Opportunity_ID
36522915,Billable,N/A,N/A
36523335,Billable,APAC,0062J00000qGaX4QAK
36523605,Billable,N/A,N/A
36523615,Billable,N/A,N/A
36524665,Billable,APAC,0062J00000qEngUQAS
36525255,Billable,APAC,0062J00000qGac4QAC
36525745,Billable,APAC,0062J00000qGacxQAC
36528555,Billable,North America,0062J00000qGXGKQA4
36529075,Billable,EMEA,0062J00000qGahxQAC
36534335,Billable,North America,0062J00000qFRSVQA4
36535035,Billable,North America,0062J00000qGARPQA4
36537835,Billable,North America,0062J00000oF2FgQAK
36538155,Billable,North America,0062J00000qGOsXQAW
36540195,Billable,North America,0062J00000qGYi7QAG
36547165,Billable,North America,0062J00000qGa2KQAS
36548635,Billable,APAC,0062J00000qGcDGQA0
36548675,Billable,APAC,0062J00000qGEVdQAO
36549015,Billable,APAC,0062J00000qGcEnQAK
36549035,Billable,APAC,0062J00000qGc94QAC
36559425,Billable,North America,0062J00000qFmcgQAC
36560945,Billable,North America,0062J00000qGMomQAG
36570245,Billable,APAC,0062J00000qGeCoQAK
36570685,Billable,N/A,N/A
36598965,Billable,EMEA,0062J00000qGKbWQAW
36622155,Discretionary,N/A,N/A
36623925,Billable,EMEA,0062J00000qGKHbQAO
36624205,Billable,EMEA,0062J00000qFBroQAG
36629135,Billable,EMEA,0062J00000qQ0HtQAK
36629665,Billable,North America,0062J00000qG6u9QAC
36631535,Billable,North America,0062J00000qGg5VQAS
36631825,Billable,North America,0062J00000qFv4TQAS
36632205,Billable,North America,0062J00000qGYk8QAG
36633055,Billable,EMEA,0062J00000qGV6OQAW
36634355,Billable,North America,0062J00000qGWfdQAG
36635005,Billable,North America,0062J00000qGhKWQA0
36640305,Billable,APAC,0062J00000qGYqzQAG
36642615,Billable,North America,0062J00000qGWfEQAW
36643245,Billable,APAC,0062J00000qGhxYQAS
36646565,Billable,N/A,N/A
36646605,Billable,N/A,N/A
36646635,Billable,N/A,N/A
36646675,Billable,N/A,N/A
36646695,Billable,N/A,N/A
36646745,Billable,N/A,N/A
36653505,Billable,North America,0062J00000qExo5QAC
36662355,Other Admin,North America,0062J00000qGZRMQA4
36670985,Billable,APAC,0062J00000qGPMcQAO
36677905,Billable,APAC,0062J00000qGjwiQAC
36678635,Billable,APAC,0062J00000qGLelQAG
36678785,Billable,APAC,0062J00000qGgDeQAK
36678925,Billable,APAC,0062J00000qGjz8QAC
36684335,Billable,EMEA,0062J00000qGk9XQAS
36692975,Billable,North America,0062J00000qGQ0XQAW
36693135,Billable,North America,0062J00000qGkgvQAC
36693155,Billable,EMEA,0062J00000qGkgRQAS
36695135,Billable,N/A,N/A
36695155,Billable,N/A,N/A
36695375,Billable,North America,0062J00000qGX6FQAW
36700675,Billable,North America,0062J00000qGVn9QAG
36700845,Billable,APAC,0062J00000qGgHvQAK
36703645,Billable,EMEA,0062J00000qhXtpQAE
36705405,Billable,APAC,0062J00000qGPNaQAO
36707265,Billable,EMEA,0062J00000qGiGpQAK
36707665,Billable,North America,0062J00000qGXRIQA4
36717825,Billable,EMEA,0062J00000qhYkEQAU
36726975,Billable,North America,0062J00000qGg0QQAS
36728725,Other Admin,North America,0062J00000qGks3QAC
36729125,Billable,North America,0062J00000qhYvWQAU
36741955,Billable,North America,0062J00000qGT9AQAW
36749215,Billable,North America,0062J00000qGbEDQA0
36751495,Billable,North America,0062J00000qhaRsQAI
36761335,Billable,APAC,0062J00000qGlbhQAC
36761985,Billable,APAC,0062J00000qGEmFQAW
36762075,Billable,APAC,0062J00000qFotAQAS
36778905,Billable,EMEA,0062J00000qhbAiQAI
36785715,Billable,North America,0062J00000nu9uNQAQ
36787135,Billable,APAC,0062J00000qhcvzQAA
36792755,Billable,APAC,0062J00000qhd4XQAQ
36792815,Billable,APAC,0062J00000qhd4rQAA
36802365,Billable,North America,0062J00000qGUA8QAO
36803795,Discretionary,N/A,N/A
36808485,Billable,N/A,N/A
36818505,Billable,N/A,N/A
36818525,Billable,N/A,N/A
36818555,Billable,N/A,N/A
36818845,Billable,APAC,0062J00000qhfE0QAI
36819035,Billable,APAC,0062J00000qhXxIQAU
36819125,Billable,APAC,0062J00000qGgHHQA0
36819165,Billable,APAC,0062J00000qhfFcQAI
36828545,Billable,N/A,N/A
36829625,Billable,EMEA,0062J00000qGk5uQAC
36830345,Billable,North America,0062J00000qGP4OQAW
36833485,Billable,North America,0062J00000qGAFjQAO
36856005,Billable,North America,0062J00000qGclcQAC
36864625,Billable,N/A,N/A
36868945,Billable,North America,0062J00000qhijXQAQ
36871775,Billable,APAC,0062J00000qFEgtQAG
36900685,Billable,EMEA,0062J00000qGiJtQAK
36910725,Billable,North America,0062J00000qhb83QAA
36911345,Billable,EMEA,0062J00000qhamRQAQ
36912595,Billable,EMEA,0062J00000qGBBDQA4
36916685,Billable,North America,0062J00000qhgTfQAI
36919145,Billable,North America,0062J00000qErUqQAK
36923265,Billable,EMEA,0062J00000qhko8QAA
36936165,Billable,N/A,N/A
36936385,Billable,N/A,N/A
36942885,Billable,North America,0062J00000qhkXRQAY
36944095,Billable,APAC,0062J00000qhlzrQAA
36945965,Billable,N/A,N/A
36947825,Billable,N/A,N/A
